MAIN_ID,ra,dec,pmRA,pmDE,Vmag,Umag
* v Cen,215.0814275875,-56.3864972089,-9.64,-7.46,4.35,4.04
HD  31739,074.5454659239613,-02.2127357983732,12.143,13.065,6.338,
HD 140269,235.7864020004125,-13.0563107065247,73.263,-92.910,6.64,
HD 137704,231.5724336008049,+34.3359944024700,-115.153,59.889,5.450,
HD  46709,098.8233198835479,+09.9883358577110,-0.181,-6.754,5.887,
HD  18369,044.2931107579376,+00.4477897844403,28.360,-3.255,6.61,
HD   3802,010.3029549701135,+52.1976636989264,-36.609,-28.373,6.73,
V* NZ Pav,297.7551512181643,-65.6050888442095,100.609,-158.341,6.022,
HD 184910,294.0485517704524,+12.1616103079086,5.100,-11.599,6.704,
HD 109675,189.1941743946673,-50.3354041222367,-30.630,-15.580,6.39,
HD 209693,331.1438230802368,+32.9417455119281,5.452,-7.147,6.370,
HD 185657,294.4862852109162,+49.2843938222305,33.169,145.286,6.460,8.260
HD 208177,328.6496432703316,-03.3012745662531,26.489,-33.429,6.23,
HD  94508,163.3891844385778,-56.4204972171868,-17.845,6.235,6.41,
HD  70013,124.9577613712,+03.9480281094,24.72,-23.76,6.050,
HD  91728,158.8426130290050,-12.8594638557101,-51.707,-68.759,6.78,
HD 221491,353.1032739436016,+34.9523404249584,13.999,-10.442,6.643,
HD  41700,091.1184980368549,-45.0366027767428,-82.428,246.067,6.35,
HD  74879,131.4553141731570,-25.3880965579810,-33.717,16.745,6.057,
HD  10778,026.2398529331629,-28.7265453722202,-23.975,-76.240,6.95,
HD  23568,056.7474773406845,+24.5201244803607,22.093,-47.511,6.82,
HD 192781,303.3650700142656,+60.6405685077424,39.299,56.228,5.780,
HD 188107,298.3441998266281,+04.4003802746743,10.452,-2.157,6.53,
HD 213428,337.8267455495920,-02.9112707828009,-9.156,-38.057,6.139,
HD  46034,097.6383847063474,-12.0810461965458,15.282,3.707,6.57,
* iot Oct A,193.745004042,-85.123363681,66.5,25.9,5.83,
HD 217872,345.6627606390875,+63.3408446501939,13.818,0.106,6.820,9.590
HD 182681,291.7353449859415,-29.7432256837513,18.349,-50.126,5.644,
HD  38189,086.4562827253452,+40.5072367430034,-27.961,-2.578,6.58,
*  50 Cnc,131.7334132823194,+12.1099529240961,-63.773,-50.694,5.885,
HD  70942,126.0350185271632,-19.1358509163930,-59.346,-69.025,6.88,
HD 117597,203.0225915529327,-38.3988527891088,51.941,-30.811,6.148,
* sig Per,052.6436969935748,+47.9952167839946,2.724,18.847,4.36,7.25
HD   8202,020.3229827735627,-06.1595225116680,24.319,-35.481,6.77,
* iot Hor,040.6394436828442,-50.8002933950417,333.826,219.488,5.40,
HD  47431,099.7058530199629,+04.7006206177317,-5.779,-5.514,6.550,6.17
HD 217382,343.6039842255165,+84.3461747344003,99.721,24.185,4.684,
HD 173263,281.7462812411229,-50.0946340936425,4.541,-40.967,6.537,
HD  69879,124.4928383651977,-30.0036963393399,29.551,3.495,6.422,
*  24 Oph A,254.200137308,-23.150333014,-10.6,-2.9,6.16,
HD 160346,264.8204846925,+03.5552432550,-179.30,-96.60,6.525,
V* TW Col,090.2126345019264,-42.8704640372729,-0.574,5.903,6.57,
HD   8921A,021.9439254139150,-10.9015819281961,177.855,16.646,6.21,
HD 127501,218.3748680909752,-52.6795184923322,-1.607,-15.513,5.87,
HD 166960,273.2916656551316,-04.0116095896209,15.292,21.960,6.574,
HD  74706,131.2297854216207,-21.1678264309220,-24.344,4.176,6.12,
HD 194612,309.5775269400765,-81.2890631228183,1.596,-37.735,5.889,
HD 187099,297.5451597517626,-45.3795367877943,6.87,-14.17,6.96,
HD  37481,084.6582233604160,-06.5739557296611,1.340,-0.164,5.96,4.82
HD  10658,025.9783182824684,-04.7655143324950,-23.985,-30.269,6.190,
*  32 Oph,255.7827990343153,+14.0919476813834,24.628,-62.492,4.98,8.51
HD  34878,080.1823425323523,+02.5447798971911,31.417,20.111,6.43,
HD 150030,249.0466759161233,+46.6133309740238,-12.422,2.562,5.814,
HD  36923,083.5658969082484,-18.8120161909777,-3.336,-5.865,6.71,
HD  18265,043.5269596141069,-50.8714021246628,-2.596,7.642,6.198,
HD  57346,110.0200327534170,-20.7041099063612,-5.769,-1.672,6.98,
HD  12245,030.3068266311452,+41.2123900431024,15.800,12.154,6.82,
HD   8779,021.6139445593330,-00.3990324653483,49.204,-18.779,6.426,
NGC  2129,090.279,+23.322,0.266,-2.216,6.7,
* 141 Tau,090.4234513956837,+22.4009988126340,-11.620,-10.112,6.355,
*  15 Cet,009.5189265778987,-00.5035286083140,-41.988,-10.209,6.64,
V* GW Eri,062.9008492487841,-20.3561543579237,45.302,50.887,5.80,6.05
HD  18120,042.8997308821254,-63.5406735642228,-13.428,-24.775,6.57,
HD  70596,125.6976780067362,-00.8675915316674,-33.761,-4.623,6.95,
HD  69445A,123.9689380885675,-30.9259520631039,-54.029,-12.255,6.41,
HD  19525,047.1616319715992,+08.4710716530306,-2.748,74.400,6.273,
HD  92436,159.7484154367643,-58.8168561451267,-74.955,13.951,5.979,
HD  34885,082.1248781454637,+74.3074614211134,12.097,-23.998,6.98,
HD  58635,111.1973146806621,-37.2911929830772,-12.047,27.367,6.81,
* eps Boo A,221.246763108,+27.074207219,-42.2,13.6,2.45,
HD  10308,025.3265650801937,+25.7457124914988,119.252,-40.571,6.202,
HD  11092,027.8205176696104,+64.8549549269599,-0.973,-2.255,6.57,10.96
HD  46568,098.0890754976945,-37.6967215065110,72.625,-76.111,5.253,
HD 196821,309.7943718082784,+21.8174400461134,29.700,16.099,6.075,
HD  64705,119.0268785395383,+23.6238057002975,-25.73,-18.36,6.79,
HD 201120,316.9269102398690,-02.0521986523190,85.793,9.480,6.86,
HD  89518,154.3814973117,-65.4295069803,-10.72,0.18,6.80,
*  21 CVn,199.5604569466343,+49.6820623589128,-35.235,16.655,5.15,
HD  44594,095.02556374,-48.74109290,234.60,-267.31,6.60,7.46
HD  17715,042.2462318892621,-45.0899919029944,-9.257,-10.265,6.775,
* s Tau,052.6019465162,+11.3364409908,-14.68,-16.46,5.124,
* omi Peg,340.4391622204132,+29.3076539484792,-0.106,-31.691,4.79,4.77
* kap Per,047.3740481558,+44.8575406492,172.99,-143.40,3.81,5.62
HD 217314,344.7930878204875,+52.6545302091545,-26.548,32.007,6.293,
HD 166991,273.2659595496240,+02.9805811499088,-2.301,-0.194,6.83,
*  30 Ari A,039.2521811479032,+24.6472188952595,136.862,-15.188,6.48,
HD 178540,287.0082457897354,+24.7260333724056,13.347,2.252,6.596,6.12
HD  39182,088.1652675512758,+39.5747061539028,-2.612,-7.554,6.390,6.570
HD  89328,154.3340899544226,-46.8349349493328,-23.058,2.688,6.48,
HD  90518,156.5409653131085,-42.7384912606695,-95.068,-39.614,6.126,
HD  81567,141.5929623534086,-01.4640751516846,-1.039,-4.749,5.985,
HD 131415,223.5862985226175,-28.3481981496310,-52.857,-4.193,6.54,
HD 131637,224.1034138431662,-44.7042423595168,26.937,-2.757,6.751,
HD 190090,300.6917993203579,+14.5826894550521,0.957,1.893,6.73,
HD  23456,055.7698396194243,-50.6430766130783,140.309,502.580,6.97,
HD 134197,227.4211126474971,-35.8658403811234,-17.89,8.79,6.99,
V* GX Peg,337.8931315843499,+29.5427588653403,-29.483,-32.094,6.330,6.630
V* DK Tuc,336.83830318,-58.00062578,-16.40,6.07,6.91,
* rho Pup,121.8860367646,-24.3043244294,-83.35,46.23,2.81,3.43
HD  26246,061.7134478956855,-49.6284990931785,56.698,22.375,6.86,
HD 147001,245.3626350642437,-48.1886231555202,-12.745,-21.968,6.498,
HD 164402,270.4765869770487,-22.7802938661489,0.624,-1.682,5.77,4.88
HD 170873,278.6296605401579,-52.8915224432016,-16.924,-41.981,6.202,
HD 132763,225.4920100882465,-34.3588771159418,-27.108,-24.253,6.208,
HD  37013,084.10992807,+21.99310627,-44.76,-85.52,6.7,
HD   4928,012.8263472433,+03.3850181136,21.04,-64.34,6.368,
HD 157329,260.3112998528043,+31.2569041000941,-23.463,11.557,6.90,
HD 156012,258.3634040383648,+38.9850546874967,8.364,-16.443,6.993,
* iot Cnc,131.6742581911293,+28.7598938708347,-23.448,-43.868,4.018,
HD   8315,020.3525871251433,-50.9369365581298,37.881,-4.721,6.60,
HD  47247,099.17110047,-22.61473044,-8.14,8.36,6.397,
HD  39533,088.0320283945910,-25.9432362482928,196.483,42.054,6.86,
HD 162865,268.1300413950,+16.9005107525,39.98,-34.90,6.610,7.060
HD 208612,329.4139789832728,-08.5643186583347,8.156,4.739,6.80,
*  22 And,002.5801941408,+46.0722722236,5.49,0.28,5.04,5.69
HD 154873A,257.5868362811421,-46.7384112712067,2.570,-3.170,6.93,
HD  14688,035.6383083124741,+16.8702756709694,43.896,-7.719,6.790,7.060
* del Aql,291.37458914,+03.11477947,254.54,82.51,3.36,3.72
* alf UMi,037.95456067,+89.26410897,44.48,-11.85,2.02,3.00
HD  95212,165.0612673447737,+45.5262756183794,9.879,1.559,5.448,
HD 207765,328.0894725501601,-41.4126542096500,2.269,-19.678,6.84,
HD  74638,130.2695133070956,-66.8163213329022,-21.077,3.980,6.69,
HD 145412,243.2993579056416,-49.8846977665820,-23.681,-23.081,6.85,7.11
*  83 Vir,206.1242791904618,-16.1790732740165,12.358,-5.946,5.567,
* eta03 For,042.6683630596090,-35.6758507760460,3.819,-54.361,5.472,
* eta Sco,258.0383152213,-43.2391918128,24.47,-288.55,3.33,3.83
V* V2356 Oph,253.0822229185816,+11.2418913898567,-73.991,-28.838,7.00,
*  80 Tau A,067.5358246271225,+15.6378344192436,108.920,-22.137,5.666,
HD  19836,047.8282265709086,-03.8115966188546,-7.303,-17.129,6.068,
V* IL CMa,106.5020305949550,-30.6557099033614,-11.613,5.244,6.325,5.54
HD 155670,258.9362311328133,-51.0832724575889,-0.250,-5.539,6.955,6.56
*   5 UMi,216.8814306304,+75.6959921272,8.79,21.76,4.235,
TYC 4687-133-1,026.181983,-06.766167,10.9,3.2,6.541,
HD  41608,091.5093804022887,-05.8802062499108,19.018,-12.465,6.86,
V* NO Vel,123.4006389044779,-46.9916238252196,-8.446,9.292,5.127,4.32
HD 210702,332.9638788522275,+16.0405544153392,-3.241,-17.156,5.930,
V* R Aql,286.5927127109687,+08.2300001225696,4.404,-68.042,6.09,8.06
HD   5388,013.7995414434054,-47.4059656476281,-80.390,-178.132,6.72,
HD 224636,359.8716893384412,+33.7243483137244,-47.492,-78.628,6.66,
HD 171130,278.4125871534598,-14.8536143948213,27.34,-9.10,5.735,
V* Z Psc,019.0209564198967,+25.7693599193138,-5.640,-1.406,6.84,12.85
HD  58305,111.0726755678753,-18.3481583942751,-23.799,46.824,6.94,
* rho Tau,068.4621640209500,+14.8444267979467,101.538,-24.090,4.65,4.98
* bet Phe A,016.521230313,-46.718498686,-26.9,6.1,4.00,
LP    9-524,059.9233052831041,+10.3331845323743,6.579,-14.874,6.23,
HD 104438,180.4144277400543,+36.0420745381910,-92.489,-78.571,5.57,
HD 152424,253.7638739276823,-42.0908314063823,-0.705,-2.067,6.27,6.11
HD 138965,235.0481468044399,-70.2278833965708,-40.972,-55.106,6.424,
V* V840 Ara,249.2854357846805,-52.3816983736784,-5.620,-26.928,6.87,
BD+01  1148,087.6251352654491,+02.0247014705599,-3.815,-4.869,5.976,
* p Cen,192.6715177608505,-33.9993373649750,-30.421,-16.157,4.894,
*  45 Eri,067.9694512783378,-00.0440112976081,-1.149,-7.655,4.896,
* ome Lup,234.5133488188,-42.5673456586,-149.80,57.37,4.33,7.47
HD 218416,346.7918965200523,+52.8165990086287,2.590,12.871,6.120,
* D Cen B,183.5102552816212,-45.7242717498711,-33.604,5.434,6.84,
HD   6668,016.8038496662079,-23.9963347793276,74.384,-31.619,6.353,
HD  26719,063.6101014245202,+23.6964353537147,0.387,-8.310,6.780,8.810
HD  43504,093.4240096834917,-51.6675416344609,-7.093,-31.725,6.84,
HD  34055,078.6539730605822,-00.5628384969640,17.47,-3.39,6.839,
* rho Aqr,335.0496595966762,-07.8211039405135,13.201,-0.030,5.339,4.94
HD 143463,240.5431367969397,-42.7002407643898,8.885,-164.734,6.911,
HD  47500A,099.307658,-36.990658,-6.8,11.4,5.91,
HD  88661,152.9435786851749,-58.0605433611237,-10.850,6.432,5.75,4.77
* phi02 Pav,310.0109918890084,-60.5488936989562,312.747,-569.541,5.121,
* iot Aps,260.5244814805056,-70.1232086065619,-1.844,-10.811,5.39,
V* V831 Cen,198.07331078,-59.92057893,-29.71,-17.40,4.593,4.11
HD 209240,330.5493994713129,-17.9034733424288,119.527,-59.178,6.283,
HD  95788,164.80544422,-81.55616474,-147.45,67.30,6.711,
HD 109141,188.1499943627135,-13.8591055376067,-146.070,-54.458,5.726,
HD  13218,032.0236877906265,-41.8804209075218,-16.450,-11.302,6.50,
V* RV Cen,204.4002279716738,-56.4764055918147,-11.444,-3.359,7.00,13.59
HD 200099,314.3029751648959,+69.0575645148043,-80.354,-36.218,6.82,
HD 131477,223.4128296944295,+02.2375357784192,-61.286,-19.369,6.83,
* b And,033.3055091634783,+44.2316466494814,-20.90,-14.46,4.826,
* lam02 For,039.2441997186700,-34.5779759585144,-18.507,-258.869,5.79,6.67
HD 208189,328.5918062175698,+12.7510589089133,8.84,-12.52,6.61,
HD  15559,038.0500318670587,+55.4581026626805,122.872,-41.639,6.74,
HD  28354,067.3326347090357,+27.4042195934247,11.17,-28.48,6.548,
BD+49  2959,288.02093752,+49.85575009,-210.20,621.79,5.85,
*  28 Aql,289.9139512310687,+12.3746777335748,3.974,16.589,5.518,
* mu. CMa A,104.0276921875708,-14.0434283727219,-1.309,5.801,5.09,
HD  71142,126.2198226997209,-23.6891059578134,-49.503,58.117,6.97,
HD 194149,310.6412922054961,-84.4071113461133,60.497,-24.771,6.93,
V* V454 Car,113.1922799783323,-53.5552419192937,-7.71,8.48,7.00,
* u Cen,187.0936070465965,-39.0411876658883,-26.886,-7.324,5.439,
* lam CMa,097.0425311337,-32.5800681911,-14.41,25.21,4.48,3.70
*  44 Cyg,307.7467884690934,+36.9358396893308,-0.753,-3.842,6.216,7.93
HD  96146,166.2258127322980,-35.8046690594124,-23.112,3.902,5.414,
HD  15588,037.4806437601416,-22.6831959475286,75.343,-2.764,6.77,
HD   3440,009.9468673463514,+82.4937632015966,-115.641,77.524,6.389,
HD 215159,340.5867040007699,+53.9087470934586,-2.873,-8.189,6.106,
* ups Phe,016.9493453645371,-41.4868655561185,38.900,6.829,5.207,
[SC93] 270,098.28,+17.05,,,6.96,
HD  58609,111.3905892722154,-19.4377428186628,-3.003,2.010,6.85,
HD  45018,095.9829627785965,-25.5776225247591,4.591,-40.204,5.600,
* del Ori,083.00166706,-00.29909511,0.64,-0.69,2.41,0.96
HD 201226,317.2434246505716,-28.4776639184952,34.379,-129.728,6.99,
HD  29721,070.8399762411273,+49.9737872861389,-4.924,-14.938,5.856,5.61
HD 116706,201.2778253811831,+23.8544201653565,-10.836,-7.596,5.745,
HD  98161,169.3000298195309,-38.0143658457713,-73.022,8.975,6.235,
*  14 Pup,121.1725734977661,-19.7281502677978,-5.393,2.065,6.105,
HD 148604,247.4454923324059,-14.5507953850397,39.720,-6.576,5.665,
V* V547 Lyr,285.0794233797429,+40.6839975920238,2.053,-14.731,6.580,9.810
V* RV Cae,067.0394334445317,-41.9598343582295,-14.75,2.87,6.399,
HD  45357,096.7451013245840,+00.8410436685287,-5.097,1.294,6.678,
HD 112304,193.9718462790646,-15.3270234979518,-18.581,-0.969,6.174,
HD  37717,084.6813612198601,-40.7073053589319,-13.650,14.144,5.804,
HD 142809,239.6101151508697,-44.5260546913007,36.801,-8.685,6.92,
*   5 Cam,073.7630562690737,+55.2591258274551,-15.304,-11.501,5.520,5.460
HD  21437,052.0057500475,+20.4641298422,-21.54,-61.58,6.99,
HD 197054,309.9809430052634,+35.3907250310773,31.786,36.244,6.890,8.500
HD  23474,054.1255977517,-78.3230728694,-14.12,6.67,6.298,
* del Phe,022.8129364571,-49.0727030103,138.38,153.89,3.935,
HD 197226,310.2515171304,+39.0823232097,5.75,0.14,6.497,5.93
HD 202710,319.0713596643536,+44.2382369140505,14.329,7.741,6.37,
*  29 Sco,258.5593732821602,-26.9844191502052,4.790,-67.690,6.633,
V* V529 And,021.8611358826425,+41.1011619749245,9.820,25.568,6.425,
HD  84552,146.1555758277312,-48.5488638005416,-21.36,9.29,6.679,
HD  49739,102.5513624757834,+05.6734987273857,-42.106,-0.860,6.76,
HD 175674,284.7207918982319,-48.5059090736757,2.776,-3.112,6.64,
HD 114912,198.8566565274123,-69.6792811148516,-100.414,-35.417,6.371,
HD 107246,184.9803138010759,-26.7369322774665,-51.737,-17.975,6.59,
HD 122938,211.7702792381798,-63.4453351961174,-7.785,-8.411,6.80,
HD  96557,166.7847949386040,-32.5870255343057,-84.832,-45.215,6.575,
HD 123110,211.6251196311567,-34.8987029159514,-19.174,-6.708,6.87,
C 1652-407,253.87498,-40.83333,-2.26,-3.39,3.4,
V* TX UMa,161.3354304641781,+45.5663066575797,10.167,4.680,6.98,
V* V1619 Cyg,327.7707542901692,+39.5366557452387,9.104,3.834,6.193,5.66
HD   8728,021.4799272711752,-08.5043363064961,9.360,-33.793,6.56,
* chi Per,034.5191020240043,+57.5163216513971,-13.359,-1.240,6.0230,
* kap Lep A,078.3078288903533,-12.9412851731603,-14.187,-3.109,4.44,
* nu. Ari,039.7041353840286,+21.9614020202986,-4.203,-15.074,5.451,
HD 178299,287.4015155046188,-36.1648113262573,-5.788,-13.885,6.533,
HD 111315,192.4373308640492,-71.9862402998067,10.672,-7.626,5.543,
* mu.02 Cyg,326.035257304,+28.742903919,277.4,-251.1,6.12,
*   6 CMi,112.4490905217,+12.0065652036,-0.57,-18.85,4.531,
HD 218759,347.6941428380947,-29.5251448195940,-42.369,-61.649,6.51,
* omi Pup,117.0215349738,-25.9371700767,-10.09,4.26,4.49,3.42
HD 171505,278.6978896540601,+10.8920087939532,6.294,2.893,6.470,6.480
HD  17325,041.3194950668195,-46.2869756961556,9.639,-4.780,6.821,
HD  20606,049.5108110036775,-28.7970707143239,152.752,-21.678,5.93,
*  45 Cap,326.0040192089394,-14.7493730251895,-22.50,10.14,5.949,
HD  27901,066.2380263736078,+19.0420079718540,103.535,-34.486,5.965,
HD 194069,305.5127318314086,+41.1321359894040,3.252,-4.520,6.383,
*  13 Cet,008.81199867,-03.59284352,408.34,-35.22,5.201,
HD 171872,278.8397314761879,+38.8948262830204,-6.905,-0.676,6.96,
HD 221364,352.8755473081719,+28.6661722068068,19.736,-11.293,6.518,
HD 155213,257.6809359764717,-12.7012033317549,-35.510,-40.726,6.71,
HD 103026,177.9233681546519,-30.8348066339417,-11.422,-293.025,5.85,
HD  51892,104.8340614708551,+07.3169678348988,-9.330,-7.903,6.330,5.77
HD 217427,345.1348963894249,+13.4685932105896,19.117,-22.300,6.70,
HD  42951,095.1753141272377,+72.1459520045606,2.638,-15.740,6.60,
HD  12135,029.6111528009336,-33.0667913049049,12.678,-21.859,6.374,
HD   8972,022.0670639601389,-12.2460375498381,28.434,-19.858,6.898,
HD 133550,226.5580611107422,-36.2646010604921,-23.061,-7.104,6.269,
HD 189108,299.3486668419805,+28.6938927441683,-8.643,-11.546,6.77,
HD 124696,213.5478477912889,+35.6036168312515,-47.710,-3.016,6.907,
HD 170479,277.7701727916116,-32.9890982509367,-1.371,-47.071,5.386,
HD 218029,345.8870114855424,+67.2092092097643,22.381,10.609,5.230,
* ups Cyg,319.4795292317002,+34.8968805485611,4.822,-2.079,4.42,3.50
HD  46189,097.6928563107586,-27.7695795748052,-10.024,5.520,5.903,5.1
* 100 Aqr,352.9251593539976,-21.3694622219300,0.080,5.503,6.239,
HD 163296,269.0887009119173,-21.9560756509117,-7.607,-39.420,6.85,7.00
*  80 Tau,067.53582394,+15.63783872,107.32,-24.52,5.552,
HD 102634,177.2553393827532,-00.3186706979566,-207.521,2.850,6.15,
*   5 Ori,073.3448864092,+02.5082251167,29.71,-16.41,5.324,
HD 105785,182.6752767764112,-56.4423194402902,-34.471,-11.599,6.95,
HD 184192,293.9883305242310,-53.0080777121881,-5.63,-46.83,6.77,
*  63 And,035.2425093751053,+50.1514941707617,39.389,-31.197,5.59,
HD 115810,199.7677135333835,+35.1279808342182,-30.226,18.438,6.02,
HD  40805,089.9115899610835,-35.3525926175252,-27.833,44.049,6.76,
HD 171802,279.1159775019758,+09.1224911287844,-3.232,-128.852,5.39,
V* IP Vel,145.8649505433907,-51.2281370738722,-16.057,7.511,6.168,
V* RS Lib,231.0824623182266,-22.9110616812995,17.704,-15.507,7.00,
HD   4145,010.9586888765785,-12.0118266712792,2.539,-201.139,6.02,
* gam02 Nor,244.9600927738,-50.1555061878,-159.71,-52.25,4.02,6.27
HD  21362,052.2180173569778,+49.8483892516660,24.993,-26.090,5.572,
HD  72673,128.2145659631339,-31.5008508073520,-1113.844,762.258,6.38,
* kap Hyi,035.7179574335184,-73.6457933074662,-79.771,12.000,5.987,
HD  49028,101.2606554909090,-30.5864055197199,-7.739,3.528,6.53,5.91
HD  10155,025.0180003267820,+40.6837613865242,-73.062,-24.854,6.67,
HD  45314,096.8157420121111,+14.8892275916871,-0.410,-0.947,6.64,5.91
HD 155423,257.8441074584885,+04.6902742764408,-57.605,0.454,6.78,
HD  92847,160.5916107149041,-47.2202801773851,-4.581,-15.342,6.95,
*   8 Aql,282.8423254234759,-03.3178564556797,2.128,-21.533,6.056,
* mu. Col,086.4995640128120,-32.3064346461421,2.988,-22.030,5.18,3.84
HD 171610,279.0326881330021,-06.7420771820950,0.104,-11.954,6.94,
[SC96] GC 570,275.35,-32.23,,,6.96,
V* MW Vul,304.1133201852419,+27.7760708317610,14.013,3.829,6.645,
HD 116226,200.7608307165506,-48.5627887814955,-10.049,-3.396,6.360,5.84
* tau Cen,189.4256811338191,-48.5413083207249,-185.656,-6.057,3.86,3.94
HD 203607,320.9828951099764,-25.2024849722188,56.694,-23.090,6.47,
HD 133670,226.6130943146972,-22.0318282113224,70.087,-51.773,6.14,
HD 167714,277.3331054519754,-80.2327071746416,-22.516,-63.128,5.946,
HD  39901,088.3452133972397,-42.9213291495740,5.109,11.405,6.540,
HD 224782A,000.1430892319325,-53.0977135837964,52.604,-19.089,6.48,
HD 144263,242.0212768059992,-58.9707532123442,-7.591,-28.121,6.75,
HD  36827,083.5621165564884,-02.8816628182486,1.320,-1.770,6.668,
* psi Vel A,142.6746906603792,-40.4668308299269,-178.488,93.500,3.91,
V* WZ Psc,031.5510982059899,+08.2481128490444,-14.011,-12.926,6.303,
HD  21011,050.3893069629177,-47.7766620124373,7.475,-13.178,6.396,
HD  47335,100.0537787257467,+44.3328556418978,19.087,-19.574,6.75,
*  45 Cnc,130.8013725072914,+12.6808746243823,-9.828,0.916,5.650,6.310
HD  53349,105.2713099711917,-58.9399377081124,-57.008,147.691,6.005,
HD 113820,196.6577174572229,-31.6118782332797,-26.067,-34.226,6.77,
HD 114971,198.6802763823478,-48.9570251076269,-109.97,-89.78,5.831,
HD  47332,097.0609745999519,-77.2908855270110,2.037,27.202,6.93,
* pi. Aql,297.1752402213,+11.8158937978,16.16,-10.60,5.740,6.520
HD  56200,109.1856062385535,+16.1470565468903,-14.904,48.656,6.755,
